Reference,Property Type,Ad Type,Bedrooms,Bathrooms,Area (sqft),Details,Service Type,Address,Price (AED),DLD Permit Number,Agent ID
phoenixhomes-4583585,Villa,VERIFIED,6,7,25767,Full Golf Lake View/ Vacant/ Vastu/ Prime Location,PREMIUM,"Sector R, Emirates Hills, Dubai",69000000,6564955000.0,0bf6f604-d8b1-4f86-a40d-034886a330e1
WIL-S-6700,Villa,VERIFIED,2,3,2690,CORNER PLOT | DISTRICT 8 | VACANT ON TRANSFER,PREMIUM,"Arabian Villas, Jumeirah Village Triangle, Dubai",3325000,6511921400.0,316fef0a-6e01-4720-8f3c-a1a0e4b36214
HHRE-S-9507,Villa,VERIFIED,5,5,5176,Exclusive |Large Elevated Plot|Upgraded Throughout,PREMIUM,"Calida, Victory Heights, Dubai Sports City, Dubai",9500000,6512669200.0,77c85ad9-9166-42eb-9175-4bbceb218190
RAN230189,Villa,VERIFIED,4,4,3400,Exclusive | Upgraded and Extended | Private Pool,PREMIUM,"Saheel, Arabian Ranches, Dubai",6499999,6599176000.0,0f82b2dd-b228-4004-819c-7972c1cc859e
THE GATE-31/5/23,Apartment,UNVERIFIED,2,3,"1,200",2BHK The Gate New Launching | 5% DP |Smart System,PREMIUM,"The Gate, Aljada, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
MAMSHA-1BR-4/6/23,Apartment,UNVERIFIED,1,2,750,"1BHK - BOULEVARD VIEW - 6 YEARS PLAN - 32,000 AED",PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
MASAAR-4BR-6/6/23,Townhouse,UNVERIFIED,4,5,"3,156","GREAT LOCATION | 4BR Corner TH |NO COMM|150,000 DP",PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Almamsha-3br-24/5/23,Apartment,UNVERIFIED,3,4,"1,750",OWN 3BHK- Ready Within 4 months - 4 Years Payments,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Masaar-6br-29/5/23,Villa,UNVERIFIED,6,8,"10,800",Smart VIP Villa - 6BR G+2 with Pool and Roof-5% DP,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
HAYYAN-3BR-31/5/23,Townhouse,UNVERIFIED,3,5,"2,100",OWN 3BR VILLA PRIME LOCATION | 90.000 DP| 6YRS P.P,PREMIUM,"Hayyan, Sharjah",1799000,,da07f70a-f589-41a4-a65b-8e865c8593b4
masaar-5br-30/5/23,Villa,UNVERIFIED,5,8,"6,560",MASAAR 5BR VILLA-You Will Never Want to Leave Home,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Masaar-4br-30/5/23,Villa,UNVERIFIED,4,5,"3,700",Special Unit - 4BR Villa Corner - Big Plot - DP 5%,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Masaar-TH4br-28/5/23,Townhouse,UNVERIFIED,4,5,"3,200","Dream Home | 4BR Corner TH |Free Hold |150,000 DP",PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
SHOUMOUS-3BR-1/6/23,Villa,UNVERIFIED,3,5,"4,100",3BR STANDALONE VILLA - 7 YEARS PAYMENTS - 10%DP,PREMIUM,"Sharjah Garden City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
SUSTAINABLE CITY-4BR-31/5/23,Villa,UNVERIFIED,4,5,"3,500",4BR READY IN SUSTAINABLE COMMUNITY - Free Hold,PREMIUM,"Sharjah Sustainable City, Sharjah",2450000,,da07f70a-f589-41a4-a65b-8e865c8593b4
HAYYAN-4BR-4/6/23,Villa,UNVERIFIED,4,7,"5,597",Dream Home 4BR VILLA WITH POOL | 5% DP | 6YRS P.P,PREMIUM,"Hayyan, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
PS-052203,Apartment,VERIFIED,2,2,1575,Premium View l Corner Unit l Rare Layout,PREMIUM,"Damac Bay, Dubai Harbour, Dubai",5900000,71476479467.0,d979eae0-405e-4a4c-9f7a-f60bf2c965f9
JVCS-ROBIN-BEVERLY-1BR-MKS-1,Apartment,UNVERIFIED,1,2,699,Completion 2024 | Prime Location | Smart Home,PREMIUM,"Beverly Boulevard, Arjan, Dubai",850000,,c387826b-4160-4982-b159-b798708bbe2e
JVCS-ROBIN-LUMA22-STD-TBQ-1,Apartment,UNVERIFIED,Studio,1,416,Completion 2024 | Prime location | Payment plan,PREMIUM,"Luma 22, Jumeirah Village Circle, Dubai",633673,1707396301.0,c387826b-4160-4982-b159-b798708bbe2e
JVCS-ROBIN-ELEVATE-2BR-TBQ-1,Apartment,UNVERIFIED,2,3,"1,236",Fully Furnished| 20% Down Payment| Spacious Living,PREMIUM,"Elevate, Arjan, Dubai",1225000,,c387826b-4160-4982-b159-b798708bbe2e
ARJAN-AHN-GREENDIA1-1BR,Apartment,VERIFIED,2,2,858,2 BHK | Kitchen Appliances | Spacious,PREMIUM,"Green Diamond 1, Arjan, Dubai",820000,7199849190.0,f13f9a7f-7b64-4afd-8256-fc9b049672da
PS-051109,Apartment,VERIFIED,2,2,1543,Ground Floor with Private Terrace | Negotiable,PREMIUM,"Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",3800000,71262847880.0,d8322191-ac88-413b-8803-288fbbb5b1f1
A1-S-7576,Villa,VERIFIED,6,8,8488,Exclusive and Modern Sky Terrace Villa B2,PREMIUM,"Golf Place 2, Golf Place, Dubai Hills Estate, Dubai",26000000,,cd3830b7-1d78-473c-aadc-6cc4bb1fc5cd
SWA-S-1994,Apartment,VERIFIED,1,1,682,2 Years Payment Plan | Brand New | Vacant,PREMIUM,"Bayshore, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",1500000,,8429a048-2be3-452a-acc8-4d59b9ede0c0
MB-S-2729,Apartment,VERIFIED,2,3,2174,Chic 2BR Corner Unit | Jacuzzi Fountain Facing,PREMIUM,"Armani Residence, Burj Khalifa Area, Downtown Dubai, Dubai",7799900,7166556020.0,2b741f8b-4e6a-485a-aa39-69e0b8129fc8
L-197244,Townhouse,VERIFIED,3,2,1943,Three Bedrooms | Vacant | Close To Pool,PREMIUM,"Joy, Arabian Ranches 3, Dubai",2350000,69250298101.0,eec0cc54-0c39-4ddd-97d1-f837da76d09f
SUP153059,Villa,VERIFIED,5,5,3331,Vacant On Transfer | 5 Bed | Corner Unit,PREMIUM,"Bloomingdale Townhouses, Bloomingdale, Dubai Sports City, Dubai",4000000,6599954000.0,e2babd44-472c-44ac-b585-28b863a7c897
TREO-S-20151,Villa,VERIFIED,4,4,3049,Exceptional | Dream Home | Duplex,PREMIUM,"Bliss, Arabian Ranches 3, Dubai",3115000,69357804948.0,00f72587-aa66-41db-90ba-d9018e92ddf8
DB-S-39200,Penthouse,VERIFIED,2,2,1345,High Floor | Fully Furnished | Exceptional,PREMIUM,"Creekside 18 A, Creekside 18, Dubai Creek Harbour (The Lagoons), Dubai",4300000,7127893955.0,f946300c-a14c-430d-8a5c-14df57579026
DUB230767,Villa,VERIFIED,3,4,3063,Best Market Deal | Vacant on Transfer | Quiet St.,PREMIUM,"Legacy, Jumeirah Park, Dubai",5000000,6513811600.0,4deb59c5-a844-4180-8209-1f1db8908891
DUB197964,Villa,VERIFIED,4,5,4335,Vacant Now | Cheapest Large 4BR | Ready to Move,PREMIUM,"Regional, Jumeirah Park, Dubai",6399000,6513042300.0,4deb59c5-a844-4180-8209-1f1db8908891
DUB204042,Villa,VERIFIED,3,4,3527,Upstairs Living Area | Priced to Sell | Large 3 BR,PREMIUM,"Legacy, Jumeirah Park, Dubai",4650000,6513547100.0,4deb59c5-a844-4180-8209-1f1db8908891
Mamsha906532,Apartment,UNVERIFIED,1,2,720,1BR Smart - Sharjah Downtown - 5200 AED Monthly,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,ba29bba3-085a-4a74-bd74-8d75e9109f49
stonehouse-4770247,Apartment,VERIFIED,Studio,1,441,Free Hold - Investor Deal - Well Maintained,PREMIUM,"Silicon Heights 1, Silicon Heights, Dubai Silicon Oasis, Dubai",325000,7130537300.0,459b1aaa-1935-4127-b976-cf6dd170301a
nshcollc-4836507,Apartment,UNVERIFIED,Studio,1,360,studio+garden handover 3 mont|No commission|,PREMIUM,"Al Zahia 4, Al Zahia, Muwaileh Commercial, Sharjah",530000,,ba29bba3-085a-4a74-bd74-8d75e9109f49
L-180966,Townhouse,VERIFIED,4,4,2347,4 Beds | Vacant On Transfer | Roof Terrace,PREMIUM,"Grand Views, Meydan Gated Community, Meydan, Dubai",4450000,6929622106.0,237ac6fe-c632-4efa-a512-3db5dc56d0ce
nshcollc-4958004,Apartment,UNVERIFIED,Studio,1,410,Studio+balcony handover 4|No commission|FreeHOLD,PREMIUM,"Al Zahia 4, Al Zahia, Muwaileh Commercial, Sharjah",450000,,ba29bba3-085a-4a74-bd74-8d75e9109f49
VIZ42.P,Villa,UNVERIFIED,3,5,"3,153",3BR phase 6 SMART VILLA OPEN VIEW|5%DP|FREEHOLD,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
VIZ12.P,Apartment,UNVERIFIED,2,3,"1,167",OWN AMAZING 2BHK WITH 90 MONTH P.P|NO BANK|10% DP,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
VIX79.P,Villa,UNVERIFIED,5,8,"6,609",VILLA 5BR LARGEST SIZE WITH POOL|EASY PAYMENTS|5%,PREMIUM,"Hayyan, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
VIX95.P,Villa,UNVERIFIED,4,5,"3,156",CORNER VILLA 4BR|BESIDE SHARJAH MOSQUE |FREEHOLD,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
S-141,Apartment,VERIFIED,3,4,1784,Luxurious 3BR Vida The Hills Apt w/ Golf Views,PREMIUM,"Vida Residence 1, Vida Residence, The Hills, Dubai",5000000,7118023763.0,c88323cd-5231-42fe-bd12-8fa08c9c3f5a
VIZ29.P,Apartment,UNVERIFIED,2,3,"1,058",NEAREST TO ZAHYA CITY CENTER|2BR SMART|EASY PP|10%,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
VIZ11.P,Villa,UNVERIFIED,5,8,"6,684",5BR VILLA|FLEXIBLE PAYMENT PLAN 5%|LUXURY|SMART,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
VIZ15.P,Villa,UNVERIFIED,4,5,"3,156",CORNER VILLA 4BR|NEAREST TO DUBAI|NO COMMISSION|5%,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,1e603733-bb42-44b0-a2a6-bc1834711964
cereb-4872754,Apartment,UNVERIFIED,Studio,1,400,studio beside alahia-10% DP -3years payment plan,PREMIUM,"Uptown Al Zahia, Sharjah",Ask,,cfbe2135-87c5-489a-a07e-ec65c3e939c1
AQ-S-23-00656,Villa,VERIFIED,5,6,7660,Exclusive | Corner Plot with Pool | Type A,PREMIUM,"Millennium Estates, Meydan Gated Community, Meydan, Dubai",13500000,6512092624.0,25476039-229b-4e23-9060-0120a7ade119
signaturepro-5031534,Townhouse,UNVERIFIED,4,5,"2,566",PRIME LOCATION | 4BR TH | 5% DP | 6 YEARS PLAN,PREMIUM,"Hayyan, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
ROVE 2BHK 3-5,Apartment,UNVERIFIED,2,3,"1,378",ROVE HOTELS BY EMAAR | HIGH ROI | 2BHK | 5% DP,PREMIUM,"Rove Home Aljada, Aljada, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
HAYAAN 5BR 7-5,Villa,UNVERIFIED,5,8,"6,619",5BR VILLA G+2 WITH POOL ON LAGOON | 6YRS P.P| 5%DP,PREMIUM,"Hayyan, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
MASAAR 4BR TH 7-6,Townhouse,UNVERIFIED,4,5,"3,156",ONLY 150.000 DP | 4BR CORNER | BIG AREA |FREE HOLD,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
SUS 4BR 22-5,Villa,UNVERIFIED,4,5,"3,500",4 BR VILLA| READY TO MOVE| FREE HOLD| FREE SERVICE,PREMIUM,"Sharjah Sustainable City, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
maria-4846533,Apartment,VERIFIED,3,4,6995,Upgraded | Penthouse | Skyline Views | 3 Bed,PREMIUM,"Seventh Heaven, Al Barari, Dubai",9000000,7117465454.0,85a34860-c503-4dfa-8950-df9ec5a69a08
yasproperties-5001816,Villa,UNVERIFIED,5,6,"5,500",Beachfront Luxury Villa | High-end furnishings,PREMIUM,"Bermuda, Mina Al Arab, Ras Al Khaimah",8200000,,2fc6feb3-8811-43cc-8746-79c7858561fd
SHOUMOUS-4BR-6/6/23,Villa,UNVERIFIED,4,6,"5,257",4BR VILLA - BIG PLOT - 7 YEARS PAYMENTS - 10%DP,PREMIUM,"Sharjah Garden City, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
THE GATE-2BR--31/5/23,Apartment,UNVERIFIED,2,3,"1,200",2BHK The Gate SHJ DOWNTOWN | 5% DP |Smart System,PREMIUM,"The Gate, Aljada, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
MAMSHA 2BED 27-5,Apartment,UNVERIFIED,2,3,"1,250",HURRY UP| 2BHK | 8YRS PLAN | 60.000 DP| 1% MONTHLY,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
yasproperties-4980196,Apartment,UNVERIFIED,1,1,714,Casino and Ocean View | Quality Unmatched,PREMIUM,"Danah Bay, Al Marjan Island, Ras Al Khaimah",1900000,,2fc6feb3-8811-43cc-8746-79c7858561fd
TIRAZ 1BR 7-5,Apartment,UNVERIFIED,1,2,850,1 BHK | ALJADA | SMART SYSTEM | POOL VIEW | 5% DP,PREMIUM,"Tiraz, Naseej District, Aljada, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
MASAAR 3BED 27-5,Villa,UNVERIFIED,3,5,"2,450",NEW LAUNCH | 3BR TH CORNER | 120.000 DP | FREEHOLD,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
yasproperties-4891481,Townhouse,UNVERIFIED,2,2,"2,894",Invest in Paradise | Beach and Lakefront with Pool,PREMIUM,"The Cove Rotana, Ras Al Khaimah Waterfront, Ras Al Khaimah",2400000,,2fc6feb3-8811-43cc-8746-79c7858561fd
yasproperties-4899516,Villa,UNVERIFIED,4,5,"3,703",Close to Wynn Resort | No Commission | PP,PREMIUM,"Beach Homes, Falcon Island, Al Hamra Village, Ras Al Khaimah",Ask,,2fc6feb3-8811-43cc-8746-79c7858561fd
AREEJ 1BR 16-5,Apartment,UNVERIFIED,1,1,900,1BHK READY TO MOVE |ALJADA | BEST PRICE| FREE HOLD,PREMIUM,"Areej Apartments, Aljada, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
mamsha 1BR 15-5,Apartment,UNVERIFIED,1,2,900,1BHK | HANDOVER AFTER 6 MONTHS | 4 YEARS P.PLAN,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,44c19887-9b4b-41a9-a74c-95a88248e775
AGCO-S-4656,Apartment,VERIFIED,2,2,794,Burj Khalifa View | 2 Balcony | Fitted Kitchen,PREMIUM,"Sobha Creek Vistas Tower A, Sobha Hartland, Mohammed Bin Rashid City, Dubai",1550000,6523687080.0,31edcca3-3f7a-4f23-aff1-d4e1b921d749
ES-1003627,Villa,VERIFIED,5,5,3757,Single Row | Notice Given | Type E4,PREMIUM,"Sidra Villas I, Sidra Villas, Dubai Hills Estate, Dubai",8000000,6531859456.0,ccb320ef-a3b0-4f6d-80c4-62aa79a34741
sevenline-4735309,Villa,VERIFIED,5,6,7071,Largest Plot | New World | Single Row & Corner,PREMIUM,"Western Residence North, Falcon City of Wonders, Dubai",6300000,6526520600.0,d50d6956-0cf1-4321-b80d-dc93f9821bb4
ET-S-10034,Apartment,VERIFIED,3,4,2161,Upgraded - Serene Garden Views - Vacant,PREMIUM,"Jash Hamad, Shoreline Apartments, Palm Jumeirah, Dubai",4400000,7118928600.0,c680c4e1-b142-443f-9d72-d57a28133b01
PS-051204,Apartment,VERIFIED,1,2,888,Exclusive | Brand New | High Floor,PREMIUM,"1 Residences, Wasl1, Al Kifaf, Dubai",2100000,71418156200.0,ef120118-b683-4dcb-83fd-278a5ffa433c
PS-042610,Apartment,VERIFIED,1,1,666,High ROI | Payment Plan | Beach Access | Resale,PREMIUM,"Creek Beach Lotus, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",1451318,71407287611.0,ef120118-b683-4dcb-83fd-278a5ffa433c
309FS,Apartment,UNVERIFIED,Studio,1,452,BEAUTIFUL SEA VIEW | FURNISHED| FOR SALE| STUDIO,PREMIUM,"Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah",276000,,735429a6-2276-4bcb-9134-5fba9d364887
dreamcre-4972699,Apartment,UNVERIFIED,2,3,"1,600",HIGH FLOOR|180° MANGROVE & CITY VIEW|DISTRESS,PREMIUM,"Julphar Residential Tower, Julphar Towers, Al Nakheel, Ras Al Khaimah",Ask,,735429a6-2276-4bcb-9134-5fba9d364887
RMTS-S-50650,Townhouse,VERIFIED,3,3,2197,Exclusive | Single Row | East Facing,PREMIUM,"Safi Townhouses, Town Square, Dubai",1959000,6934112143.0,fca20992-75a3-4c02-b31d-7764be9e9a16
vis.3bpbr,Townhouse,UNVERIFIED,3,5,"2,366",Townhouse 3BR 1% monthly payment for 6yrs on E611,PREMIUM,"Hayyan, Sharjah",Ask,,a8b823d9-c5fc-435f-9a01-65457e8befcd
VIS.5BRSP,Villa,UNVERIFIED,5,8,"6,685",5BR VILLA WITH DOWN PAYMENT 5% NOT 24% LIKE DUBAI,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,a8b823d9-c5fc-435f-9a01-65457e8befcd
VIS.SPNEM,Apartment,UNVERIFIED,Studio,1,553,READY NOW STUDIO IN SHARJAH| WITH PAYMENT PLAN 3 Y,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,a8b823d9-c5fc-435f-9a01-65457e8befcd
H4L-3598390,Apartment,VERIFIED,1,1,483,1BR WITH BALCONY | PARK FACING | CALL ME NOW,PREMIUM,"UNA Apartments, Town Square, Dubai",550000,71147814494.0,378daee0-0188-40e0-97ff-6805e1a89a38
WIL-S-6573,Villa,VERIFIED,2,2,2690,NEW & EXCLUSIVE | LARGE PLOT | PRIVATE POOL,PREMIUM,"Arabian Villas, Jumeirah Village Triangle, Dubai",3500000,6511860500.0,316fef0a-6e01-4720-8f3c-a1a0e4b36214
BHM-S-571519,Apartment,VERIFIED,1,1,783,Multiple Options | Handover in Q4 | Investment,PREMIUM,"Grande Signature Residences, Downtown Dubai, Dubai",2050000,71175363685.0,024a1088-2e30-4ca2-a338-242d84e93d91
dkh-5032349,Villa,VERIFIED,4,5,2486,HUGE LAYOUT | BEST DEAL | HIGH-CLASS AMENITIES,PREMIUM,"Elora, The Valley, Dubai",2589465,69467281210.0,1a09930e-9bce-4598-9815-ae3c37ed3b43
DPF-S-31124,Apartment,VERIFIED,3,5,3169,Furnished | Stunning Sea and Marina View,PREMIUM,"Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai",Ask,7121371731.0,bcf3257a-767e-4385-b1cd-fb0bb5cfea76
BHM-S-569961,Apartment,VERIFIED,1,2,805,Exclusive | Vacant soon | Great Investment,PREMIUM,"Boulevard Central Tower 1, Boulevard Central Towers, Downtown Dubai, Dubai",1570000,7122718700.0,024a1088-2e30-4ca2-a338-242d84e93d91
trinity-4858140,Townhouse,VERIFIED,4,6,3481,Exclusive 4 Bed Semi detached | Private Pool | Payment Plan | Vastu Unit,PREMIUM,"The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",2350000,69380469246.0,f7d13d4c-7206-40d9-972b-dd1cc266a559
TREO-S-20517,Villa,VERIFIED,3,4,2654,Single Row | Type 2M | Park view,PREMIUM,"Al Reem 2, Al Reem, Arabian Ranches, Dubai",3250000,6914510900.0,e0447d5f-0f17-4507-94f4-90657d674971
spaceandplace-4380446,Townhouse,VERIFIED,4,4,2268,Genuine Resale | Prime Location | Handover 2025,PREMIUM,"Portofino, Damac Lagoons, Dubai",1980000,65397096868.0,c39fe082-3fc6-4f98-8e33-038894007093
PB-S-1780,Apartment,VERIFIED,3,4,2483,Fully Renovated / Internal Video Available On Request,PREMIUM,"Al Mass Tower, Emaar 6 Towers, Dubai Marina, Dubai",5700000,7116049400.0,257c42ac-8de3-4504-90b0-f5721ecdf32c
agco-4856961,Townhouse,VERIFIED,3,5,1950,Private Swimming Pool | Smart Home | Single Row,PREMIUM,"Jebel Ali Village Villas, Jebel Ali Village, Jebel Ali, Dubai",2850000,65249085706.0,ec65ab1a-dd5e-4023-8f67-aeab4addfd2b
ADM230306,Villa,VERIFIED,4,6,8825,EXCLUSIVE NEW TO MARKET FULLY RENOVATED VILLA,PREMIUM,"Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",19500000,6587268000.0,ec4ac0dd-0416-4408-8187-60fde997e45a
agco-4792370,Apartment,VERIFIED,3,4,1479,Furnished | High Floor | Investor Deal,PREMIUM,"Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour (The Lagoons), Dubai",3250000,6523687243.0,3b859a45-ce4b-47ac-a7d9-254595534873
MH-TRA,Apartment,VERIFIED,2,3,1251,TURIA | TOWN CENTER VIEW | BEST PRICE,PREMIUM,"Turia Tower A, Turia, The Views, Dubai",1750000,7116655200.0,b5320c28-7a0b-4a01-bdc1-9f788e4c1c69
onedirection-4769583,Apartment,VERIFIED,2,3,1409,Fully renovated 2 Bedroom Apartment,PREMIUM,"Tajer Residences, The Old Town Island, Old Town, Dubai",3570000,7118799700.0,11518aa3-0005-4af4-9a09-16088c9c03b2
AP-S-25987,Apartment,VERIFIED,3,5,2961,Vacant| Cash Seller|Best Deal|Furnished|Creek View,PREMIUM,"Palazzo Versace, Culture Village, Dubai",8999999,7117775590.0,24c39605-4b64-4be3-9ce5-faa1aa378545
L-206268,Villa,VERIFIED,4,4,6000,Huge Plot | Extended BUA | Vacant,PREMIUM,"Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",16000000,6593604000.0,b1f4fa7e-785c-4ab9-ae51-7cf86fc8dea5
BHM-S-553881,Apartment,VERIFIED,4,5,2921,Completely Upgraded | Full Sea Views | VOT,PREMIUM,"Sadaf 5, Sadaf, Jumeirah Beach Residence, Dubai",4990000,7115697600.0,5631b677-f9f0-45d3-bc65-913da4618e53
10085,Apartment,VERIFIED,Studio,1,429,Genuine Resale | Fully Furnish Studio | Vacant,PREMIUM,"Viridis Residence and Hotel Apartments, Damac Hills 2, Dubai",510000,7125133959.0,ba3b2258-2586-4746-b3ec-9e840b6c9f25
DUB207859,Villa,VERIFIED,4,4,2462,Vacant Now | Green Strip | Well Located,PREMIUM,"Maple 2, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",4500000,6928564837.0,4e7a5b35-5fde-49f6-b6bd-be3e2b2f17bc
PF-AS-35734,Apartment,VERIFIED,1,1,1083,Exclusive|Superb Large 1 BR Loft|Vacant!,PREMIUM,"SLS Dubai Hotel & Residences, Business Bay, Dubai",2429990,71241468198.0,67568d2a-b4c9-4ece-be62-5e7ef55718fb
uber-4173173,Apartment,VERIFIED,2,2,1053,Spacious Unit | Vastu | Vacant | Brand new,PREMIUM,"Zubaida Residency, Majan, Dubai",850000,71465253811.0,78607e02-7096-436e-b587-db24e3e15461
L-146831,Apartment,UNVERIFIED,Studio,1,412,PHPP | Exclusive| Handover Soon,PREMIUM,"Luxury Family Residences II, Luxury Family Residences, Business Bay, Dubai",1200000,71440004981.0,ec8dae5c-980b-46ee-a3e7-36d8251aa7db
RL2409,Apartment,VERIFIED,3,4,2155,Fully Furnished |Mesmerizing View| Brand New,PREMIUM,"La Cote Building 2, Jumeirah 1, Jumeirah, Dubai",7500000,71220413471.0,6c677d94-3b3b-4bf3-8c61-da59ecba3415
mnt-4859585,Apartment,VERIFIED,1,2,915,Large Layout | One Bedroom | Modern,PREMIUM,"Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",1700000,7117524344.0,36f77dcd-20b1-4e63-a775-d9cf4c9b5da1
PER-S-5860,Apartment,VERIFIED,2,2,1388,Fully Furnished | Burj Khalifa view | Mid Floor,PREMIUM,"Vida Residence Downtown, Downtown Dubai, Dubai",3900000,7116754940.0,627d8941-04c6-4dc6-a3aa-8e1084921e66
prestigedubai-5046762,Apartment,VERIFIED,3,5,1808,EXCLUSIVE | 3 Bed | Hotel Building | Good Deal,PREMIUM,"Vida Residence 2, Vida Residence, The Hills, Dubai",5000000,7118024344.0,29cab995-0b4f-4b83-8062-3d44abac60c9
MAMSHA-2BR-24/5/23,Apartment,UNVERIFIED,2,3,"1,300",2BHK - Almost Ready- 4 Years Plan- 10% Downpayment,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Mamsha-Stu-28/5/23,Apartment,UNVERIFIED,Studio,1,590,READY TO MOVE STUDIO - PRIVATE GARDEN |3 YEARS P.P,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
SARAI-6BR-6/6/23,Townhouse,UNVERIFIED,6,8,"18,524",SARAI 6BR MANSION - PREMIUM DESIGN AND FINISHINGS,PREMIUM,"Sequoia, Masaar, Tilal City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
Hayyan-4br-25/5/23,Villa,UNVERIFIED,4,7,"5,597",Luxury G+2 4BR VILLA WITH POOL | 5% DP | 6YRS P.P,PREMIUM,"Hayyan, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
SHOUMOUS-5BR-1/6/23,Villa,UNVERIFIED,5,8,"7,300",LARGEST 5BR VILLA -LUXURY FINISHING-7 YRS PP-10%DP,PREMIUM,"Sharjah Garden City, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
mamsha-2br-6/6/23,Apartment,UNVERIFIED,2,3,"1,250",GREAT INVESTMENT DEAL 2BHK | 10% DP |1% X 90 MONTH,PREMIUM,"Al Mamsha, Muwaileh, Sharjah",Ask,,da07f70a-f589-41a4-a65b-8e865c8593b4
providentrealestatebroker-4779641,Villa,VERIFIED,5,6,7619,Exclusive | Single Row | Vacant Soon,PREMIUM,"Yasmin, Arabian Ranches 2, Dubai",8000000,6512561307.0,4153e7e6-5ceb-4a91-886d-fb9d263b493a
PS-052304,Apartment,VERIFIED,1,1,517,Post Payment | Premium Layout | Lagoon Side View,PREMIUM,"The Crest, Sobha Hartland, Mohammed Bin Rashid City, Dubai",1240000,71436926875.0,d979eae0-405e-4a4c-9f7a-f60bf2c965f9
